식당명,지역명,주차가능,와이파이제공,놀이방,다국어메뉴판,화장실,해시태그,소재지도로명,업태명,주된음식,영업장면적(평),행정동명,소재지전화번호,제로식당
성민촌,영등포구,Y,N,N,N,N,"모범음식점,안심식당,트립어드바이저","서울특별시 영등포구 여의나루로 71, 1 1호 (여의도동,동화빌딩)",한식,해물샤브샤브,31.8,여의동,027806262, 
바다를 훔친 언니,강남구,N,N,N,N,N,포장가능,"서울특별시 강남구 강남대로154길 12, (신사동)",분식,"해물모둠, 전골",26.0,신사동,-, 
내림손 삼계탕,강남구,Y,N,N,Y,N,모범음식점,"서울특별시 강남구 논현로 428, (역삼동,지상1층)",한식,삼계탕,33.9,역삼2동,025547266, 
초선과여포,서초구,Y,N,N,N,N,트립어드바이저,"서울특별시 서초구 서초대로78길 44, (서초동,201호)",중식,깐쇼새우,28.0,서초제2동,-, 
대흥설농탕,동대문구,N,N,N,N,N,모범음식점,"서울특별시 동대문구 한천로 60, (장안동)",한식,설렁탕,37.0,장안제1동,222493939, 
강남목장,강남구,Y,Y,N,Y,Y,모범음식점,"서울특별시 강남구 논현로86길 34, (역삼동,지상1층)",한식,생고기 구이,108.9,역삼2동,2, 
마구로센,용산구,Y,N,N,Y,N,-,"서울특별시 용산구 대사관로31길 24, (한남동,(지상1층))",일식,참치,42.2,한남동,027921110, 
천미향,광진구,Y,Y,N,N,Y,"모범음식점,씨트립,안심식당","서울특별시 광진구 능동로 237, 2층 (군자동)",중식,자장면,98.2,군자동,024648088, 
은호식당,영등포구,N,N,N,Y,N,"모범음식점,트립어드바이저","서울특별시 영등포구 여의대방로65길 6, 지하1층 102호 (여의도동, 센터빌딩)",한식,꼬리곰탕,73.8,여의동,027816193, 
진미명가,구로구,N,N,N,N,N,모범음식점,"서울특별시 구로구 도림로 49-3, (구로동)",한식,갈치조림,9.0,구로제4동,028532189, 
청자골,강남구,Y,Y,N,N,Y,모범음식점,"서울특별시 강남구 역삼로77길 17, (대치동,지상1층)",한식,꽃등심,43.0,대치4동,029350609, 
반룡산,강남구,N,N,N,N,N,"모범음식점,트립어드바이저","서울특별시 강남구 테헤란로78길 26, (대치동,지상1층)",양식,냉면,64.8,대치4동,-, 
할매보쌈,중랑구,Y,N,N,N,Y,"모범음식점,안심식당,포장가능","서울특별시 중랑구 면목로 352, (면목동)",한식,보쌈 쟁반국수,32.0,면목제3.8동,024354632, 
정감어린,용산구,Y,N,N,Y,N,"모범음식점,씨트립","서울특별시 용산구 후암로 4, (후암동,(지상2,3,4층))",한식,소갈비,115.0,후암동,027544389, 
서리원,마포구,Y,N,N,N,Y,"모범음식점,안심식당","서울특별시 마포구 마포대로 173, (공덕동, 현대하이엘빌딩B123,124,125,126호)",한식,한정식,89.0,공덕동,263531447, 
원명품생태,노원구,Y,N,N,N,N,"모범음식점,포장가능","서울특별시 노원구 노해로75길 14-27, (상계동)",한식,생태찌개,32.8,상계6.7동,029394208, 
태능숯불갈비,노원구,N,N,N,N,N,모범음식점,"서울특별시 노원구 한글비석로1길 37, 샛말빌딩 1층 (하계동)",한식,돼지갈비,41.0,하계1동,029745074, 
오계절 남원추어탕,서대문구,N,N,N,Y,N,"모범음식점,안심식당","서울특별시 서대문구 연희로 267, 2층 (홍은동)",한식,추어탕,18.2,홍은제2동,-, 
스시존,성동구,N,N,N,N,N,모범음식점,"서울특별시 성동구 마조로7길 4, 1층 (행당동, 1-99)",일식,초밥,13.5,사근동,7040455253, 
양귀비짬뽕,용산구,N,N,N,Y,N,모범음식점,"서울특별시 용산구 후암로 38, 지상1층 (후암동, 추빌딩)",중식,짬뽕,44.6,후암동,027765200, 
독도게찜,중랑구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 중랑구 망우로 458, D동 1층 (망우동)",일식,게찜,76.5,망우본동,024338892, 
"오, 심숙이 쭈삼낙",송파구,Y,Y,N,N,Y,"모범음식점,포장가능","서울특별시 송파구 송파대로30길 19-11, 1층 (가락동)",한식,"낙지,쭈꾸미 삼겹",28.9,가락본동,024309399, 
자연솜씨 이대서울병원,강서구,N,N,N,N,N,포장가능,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 지하 1층 (마곡동)",한식,"갈비탕, 제육볶음, 생대구탕",108.5,발산제1동,221355597, 
외백,영등포구,Y,Y,N,N,Y,"모범음식점,안심식당","서울특별시 영등포구 국회대로72길 17, KCC파크타운 301~311호 (여의도동)",중식,자장면,161.8,여의동,027805393, 
서백자 간장게장,강남구,Y,N,N,N,Y,모범음식점,"서울특별시 강남구 삼성로 542, 지상2층 (삼성동, 석천빌딩)",중식,간장게장,78.7,삼성1동,0234536008, 
오시반상,용산구,Y,N,N,N,Y,모범음식점,"서울특별시 용산구 한강대로 92, (한강로2가,국제빌딩 아케이드 지하1층)",한식,원조현미비빔밥,18.0,한강로동,7088614444, 
서평면옥,동작구,Y,Y,N,N,Y,모범음식점,"서울특별시 동작구 보라매로5길 15, 전문건설회관빌딩 지하1층 (신대방동)",한식,갈치조림,150.0,신대방제2동,232843677, 
회나무식당,용산구,Y,Y,N,N,Y,모범음식점,"서울특별시 용산구 녹사평대로 238-1, 1층 (이태원동)",한식,초당순두부,24.9,이태원제2동,027900831, 
진가,마포구,N,Y,N,N,N,"모범음식점,블루리본,안심식당","서울특별시 마포구 동교로34길 12, 1층 (연남동)",중식,짜장면,23.1,연남동,-, 
함경면옥,영등포구,Y,N,N,Y,Y,"모범음식점,안심식당,위생등급제 지정업소,포장가능","서울특별시 영등포구 경인로 846, (영등포동, 롯데백화점 지상10층)",한식,냉면,56.5,영등포동,221645484, 
원주추어탕,영등포구,N,N,N,Y,N,-,"서울특별시 영등포구 대림로22길 1, (대림동, 1층)",한식,추어탕,37.1,대림제1동,028351188, 
서촌친구네,종로구,N,N,N,Y,N,-,"서울특별시 종로구 사직로 103-4, (내자동)",기타,육류,28.4,사직동,027305611, 
돌담길,중구,N,N,N,N,N,-,"서울특별시 중구 서소문로9길 28, 지하1층 B123호 (순화동, 덕수궁롯데캐슬)",한식,삼겹살,16.1,소공동,-, 
을지다락,중구,N,Y,N,N,N,-,"서울특별시 중구 수표로10길 19, 4층 (초동)",양식,파스타오므라이스,17.9,을지로동,-, 
명운 참 숯불구이,중구,N,N,N,N,N,-,"서울특별시 중구 다산로42다길 48, 한국문서선교회 1층 (신당동)",한식,돼지갈비,36.7,신당동,0222336657, 
나주곰탕,중구,N,N,N,N,N,트립어드바이저,"서울특별시 중구 칠패로 42, 1층 106호 (봉래동1가, 우리빌딩)",한식,곰탕,52.9,소공동,0237893405, 
마작골,중구,N,N,N,N,N,-,"서울특별시 중구 퇴계로88길 21, 1층 (신당동)",한식,흑염소탕,30.2,신당제5동,-, 
담비곱창,중구,N,N,N,N,N,-,"서울특별시 중구 남대문로9길 40, (다동, YG타워 1층 106호)",한식,곱창,15.9,명동,0260318909, 
조선정육식당,중구,N,N,N,N,N,모범음식점,"서울특별시 중구 남대문로7길 33, (소공동,(지상1층 104호))",한식,한식,26.0,소공동,7738592, 
푸드익스체인지,중구,Y,Y,N,Y,Y,트립어드바이저,"서울특별시 중구 을지로 238, 20층 (을지로6가)",뷔페,뷔페,145.4,광희동,234258000, 
오징어 풍경,중구,N,Y,N,N,Y,-,"서울특별시 중구 다동길 5, 광일빌딩 1층 (무교동)",한식,생선회,76.3,명동,027560777, 
하얼빈 양꼬치,송파구,Y,Y,N,N,Y,트립어드바이저,"서울특별시 송파구 백제고분로7길 32-4, 1층 (잠실동)[*미고시]",한식,"양꼬치, 꿔바로우",33.0,잠실본동,-, 
나고야,송파구,N,N,N,N,N,-,"서울특별시 송파구 중대로25길 10, (오금동)",일식,회,34.8,오금동,024095551, 
청진동해장국,송파구,N,N,N,N,N,-,"서울특별시 송파구 풍성로 77, C동 지상1층 (풍납동)",한식,해장국,29.0,풍납1동,024785194, 
깐부치킨,송파구,N,N,N,Y,Y,-,"서울특별시 송파구 백제고분로7길 19, (잠실동)",한식,-,34.7,잠실본동,024188181, 
동경,송파구,N,N,N,N,N,-,"서울특별시 송파구 양재대로 1164, 지상2층 (오금동)",한식,샤브샤브,45.1,오금동,024040036, 
완도산회포장마차,송파구,Y,N,N,N,Y,-,"서울특별시 송파구 백제고분로41길 10, (송파동)",한식,회,29.9,송파1동,2, 
가일,송파구,N,N,N,N,N,-,"서울특별시 송파구 오금로11길 55, (방이동,현대주상복합빌딩 109,110,111호)",한식,-,33.1,방이2동,024252928, 
해도듦제주포크,송파구,N,N,N,N,N,-,"서울특별시 송파구 가락로16길 2-13, (석촌동)",한식,삼겹살구이,19.1,석촌동,024172020, 
잠실황소곱창,송파구,Y,Y,N,Y,N,-,"서울특별시 송파구 삼학사로19길 5, 지상1층 (삼전동)",한식,황소곱창,17.8,삼전동,024238817, 
제일곱창,송파구,N,N,N,N,N,-,"서울특별시 송파구 오금로15길 5-24, 1층 (방이동)",한식,-,42.4,방이2동,-, 
명동찌개마을,송파구,Y,Y,N,N,Y,-,"서울특별시 송파구 송이로 102, 지상1층 (가락동)",한식,돼지갈비,52.2,가락본동,-, 
장털보설렁탕,송파구,N,N,N,N,Y,-,"서울특별시 송파구 중대로 304, 천진빌딩 1층 (오금동)",한식,설렁탕,49.3,오금동,024090520, 
마싯소,송파구,Y,Y,N,N,N,-,"서울특별시 송파구 오금로11길 49, 지상1층 101호 (방이동, 보보스타워)",한식,소고기,63.9,방이2동,024254200,Y
래향,송파구,Y,N,N,N,N,-,"서울특별시 송파구 중대로25길 20, 1층 (오금동)",중식,"짜장면, 짬뽕",47.6,오금동,-, 
옛날소머리 국밥집,송파구,N,N,N,N,N,-,"서울특별시 송파구 중대로 275, (오금동,우리빌딩 1층)",한식,소머리국밥,57.9,오금동,024704819, 
도삭면공방,송파구,Y,N,N,N,Y,-,"서울특별시 송파구 백제고분로7길 8-12, 승현빌딩 1층 (잠실동)",중식,면류,43.4,잠실본동,-, 
구룡포막회,송파구,N,N,N,N,N,-,"서울특별시 송파구 정의로7길 13, 1층 103호 (문정동)",일식,활어회,16.6,문정1동,-, 
선수산 임진강 장어나라,송파구,N,N,N,N,N,-,"서울특별시 송파구 정의로7길 13, 힐스테이트에코송파 1층 116호,117호 (문정동)",한식,장어,36.4,문정1동,-, 
팔화당,송파구,Y,Y,N,N,Y,모범음식점,"서울특별시 송파구 송파대로 201, 송파 테라타워2 A동 1층 121,122,123,124호 (문정동)",한식,돼지고기 구이,48.9,문정1동,-, 
소풍,송파구,N,N,N,N,N,-,"서울특별시 송파구 마천로 250, 1층 3호 (거여동)",한식,한정식,70.2,거여1동,-, 
우돈제주생고기,송파구,N,N,N,N,N,-,"서울특별시 송파구 동남로28길 6, 우암빌딩 101호 (오금동)",한식,삼겹살,10.0,오금동,-,Y
양타령,송파구,Y,Y,N,N,N,-,"서울특별시 송파구 위례성대로 192, 1층 (오금동)",한식,양구이,52.9,오금동,-, 
완산정,관악구,N,N,N,Y,N,블루리본,"서울특별시 관악구 봉천로 484, 2층 (봉천동)",한식,-,17.0,행운동,028783400, 
삼미,강남구,N,N,N,N,N,-,"서울특별시 강남구 학동로2길 30, (논현동)",한식,돼지갈비,20.1,논현1동,025499485, 
현대낙지집,강남구,Y,N,N,Y,N,-,"서울특별시 강남구 압구정로14길 11, (신사동)",한식,"낙지, 감자탕",27.8,신사동,025461022, 
낙지마을,강북구,N,N,N,Y,N,-,"서울특별시 강북구 삼양로29길 11, (미아동)",한식,-,21.5,삼각산동,029828740, 
문가네정육식당,강북구,Y,Y,N,N,Y,-,"서울특별시 강북구 한천로 1077, 현광빌딩 1,2층 (수유동)",한식,소고기구이,134.6,수유제3동,-, 
계성치킨,관악구,N,N,N,N,N,씨트립,"서울특별시 관악구 남현길 18, (남현동)",주점,-,16.9,남현동,025859858, 
물고기자리,강남구,Y,Y,N,N,N,-,"서울특별시 강남구 언주로133길 18, 지상2층 (논현동)",한식,생선구이,59.9,논현1동,025483392, 
그랜드키친,강남구,Y,N,N,Y,Y,"모범음식점,트립어드바이저","서울특별시 강남구 테헤란로 521, 지상1층 (삼성동)",뷔페,뷔페,509.1,삼성1동,200000000, 
뱃고동,강남구,N,Y,N,Y,Y,"모범음식점,블루리본","서울특별시 강남구 언주로172길 54, (신사동)",분식,오징어볶음,56.3,압구정동,025148008, 
락궁,강북구,N,N,N,Y,N,-,"서울특별시 강북구 덕릉로42길 23, (번동,(지상1층))",중식,짬뽕,21.1,번제2동,029866200, 
언양불고기,강남구,Y,N,N,Y,N,블루리본,"서울특별시 강남구 학동로2길 15, 1층 (논현동)",한식,소고기,43.8,논현1동,025482684, 
삼호짱뚱이,강남구,Y,N,N,Y,Y,-,"서울특별시 강남구 도산대로34길 11, (논현동)",한식,짱뚱이탕,32.4,논현2동,025156638, 
할머니가 차려주는 밥상,강서구,N,N,N,N,N,-,"서울특별시 강서구 공항대로 290, 2층 (내발산동, 우장산동)",한식,한정식,80.8,우장산동,236636639, 
어방참치,강남구,N,N,N,N,N,트립어드바이저,"서울특별시 강남구 삼성로84길 32, (대치동)",일식,참치회,24.5,대치2동,025582986, 
본초강목,강남구,Y,N,N,Y,N,모범음식점,"서울특별시 강남구 선릉로132길 60, (청담동)",한식,추어탕,22.8,청담동,205179803, 
새마을식당,강남구,N,N,N,N,N,트립어드바이저,"서울특별시 강남구 봉은사로 210, (역삼동)",한식,고기구이,90.9,역삼1동,2, 
태양수산,관악구,N,N,N,Y,N,-,"서울특별시 관악구 남현1길 19, (남현동)",한식,생선회,14.6,남현동,-, 
유장원보쌈,강남구,Y,N,N,Y,N,모범음식점,"서울특별시 강남구 학동로28길 5, (논현동,지상1,2층)",한식,"보쌈, 족발",77.2,논현1동,205165625, 
전준수 명품청기와 감자탕,강북구,N,N,N,N,N,-,"서울특별시 강북구 한천로 1005, (번동,(지상1층))",한식,감자탕,22.2,번제1동,029035424, 
영인성,강남구,Y,Y,N,Y,N,-,"서울특별시 강남구 봉은사로7길 9, (논현동,지상1층)",중식,자장면,26.6,논현1동,025178383, 
풍년집,관악구,N,N,N,N,N,-,"서울특별시 관악구 남부순환로230길 32, 1층 (봉천동)",한식,구이,9.1,낙성대동,-, 
또래끼리,광진구,N,N,N,Y,N,-,"서울특별시 광진구 군자로 101, 1층 (군자동)",한식,김치볶음밥,42.5,군자동,-, 
포크포크,광진구,N,Y,N,N,N,트립어드바이저,"서울특별시 광진구 동일로22길 117-16, (화양동)",기타,"돈가스, 냉면",13.9,화양동,-, 
담미온,강남구,N,N,N,N,N,-,"서울특별시 강남구 선릉로112길 18, (삼성동)",한식,수육국밥,14.4,삼성1동,234421654, 
어부사시가,관악구,N,Y,N,Y,N,-,"서울특별시 관악구 관악로14길 31, (봉천동)",분식,생선구이,8.5,낙성대동,028757056, 
홍주고깃간,관악구,N,Y,N,N,Y,-,"서울특별시 관악구 남현1길 59, (남현동)",기타,-,22.4,남현동,025821925, 
서울김밥,광진구,N,N,N,N,N,-,"서울특별시 광진구 아차산로57길 4, 풍강빌딩 1층 (구의동)",한식,김밥,24.3,구의제1동,-, 
돈뼈락,관악구,N,N,N,Y,N,-,"서울특별시 관악구 난곡로30길 8, 1층 (신림동)",한식,-,9.3,난곡동,028558662, 
유다까,강남구,N,N,N,Y,N,-,"서울특별시 강남구 봉은사로 312, 지상1층 101호,2층 201호,202호 (역삼동, 역삼동 하나빌)",일식,회,72.4,역삼1동,025167012, 
마당족발,광진구,N,Y,N,N,Y,"씨트립,안심식당","서울특별시 광진구 능동로 175, 1~2층 (화양동)",주점,족발,51.3,화양동,024683030, 
한방오리탕,관악구,N,Y,N,Y,N,-,"서울특별시 관악구 난우길 26, (신림동,지상1층)",한식,-,13.0,미성동,028302055, 
광명족발,강북구,Y,Y,N,N,Y,-,"서울특별시 강북구 삼양로27길 10, (미아동,(불당골길 8) 지상1층)",한식,족발,13.3,삼각산동,029861312, 
나주곰탕,관악구,Y,Y,N,N,N,트립어드바이저,"서울특별시 관악구 신림로28길 30, 1층 (신림동)",한식,-,26.7,서림동,028869353, 
개삼터 오리전문점,강동구,N,N,N,N,N,-,"서울특별시 강동구 양재대로124길 35, (길동)",한식,오리고기,39.9,길동,024875292, 
중경마라탕,강남구,N,Y,N,N,Y,-,"서울특별시 강남구 테헤란로1길 44, 지상1층 (역삼동)",양식,마라탕,45.8,역삼1동,025582151, 
대구한뽈때기,관악구,N,N,N,N,N,-,"서울특별시 관악구 봉천로7길 19, (봉천동,지상1층)",한식,대구탕,16.5,보라매동,288688889, 
석기정,강남구,N,N,N,N,N,트립어드바이저,"서울특별시 강남구 테헤란로84길 23, (대치동)",양식,돌솥부대찌개,23.9,대치4동,025566679, 
추풍령칼삼겹살,강남구,N,Y,N,Y,Y,모범음식점,"서울특별시 강남구 도산대로51길 41, (신사동)",한식,"삼겹살, 샤브샤브",10.7,압구정동,-, 
태능숯불갈비,관악구,N,N,N,Y,N,-,"서울특별시 관악구 봉천로7길 30, 2층 (봉천동)",한식,-,29.3,보라매동,-, 
